input_text,reply_text
disable the dim light,"okay, deactivating the dim light."
turn off the phone charger,"okay, deactivating the phone charger."
switch off the dim light,"okay, deactivating the dim light."
activate the cctv camera,sure! activating the cctv camera.
enable the dim light,"done, dim light is now on."
power on the light,okay turning on the light.
turn off the fan,"done, fan is off."
enable the door sensor,okay turning on the door sensor.
deactivate the dim light,"okay, deactivating the dim light."
turn on the cctv camera,sure! activating the cctv camera.
disable the cctv camera,"okay, deactivating the cctv camera."
switch off the door sensor,"okay, deactivating the door sensor."
deactivate the phone charger,turning off the phone charger.
start the light,"done, light is now on."
deactivate the light,"okay, deactivating the light."
turn on the aquarium filter,okay turning on the aquarium filter.
stop the refrigerator,"done, refrigerator is off."
power on the dim light,okay turning on the dim light.
power down the door sensor,"okay, deactivating the door sensor."
switch on the curtain,"done, curtain is now on."
stop the refrigerator,turning off the refrigerator.
stop the dim light,"okay, deactivating the dim light."
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
stop the curtain,"done, curtain is off."
switch off the refrigerator,"okay, deactivating the refrigerator."
power down the phone charger,"done, phone charger is off."
start the refrigerator,sure! activating the refrigerator.
enable the curtain,okay turning on the curtain.
switch on the phone charger,okay turning on the phone charger.
activate the refrigerator,okay turning on the refrigerator.
power on the light,"done, light is now on."
switch off the light,"okay, deactivating the light."
activate the aquarium filter,"done, aquarium filter is now on."
start the fan,okay turning on the fan.
stop the refrigerator,"okay, deactivating the refrigerator."
start the door sensor,sure! activating the door sensor.
activate the cctv camera,"done, cctv camera is now on."
activate the curtain,sure! activating the curtain.
stop the aquarium filter,turning off the aquarium filter.
deactivate the cctv camera,turning off the cctv camera.
start the fan,okay turning on the fan.
enable the cctv camera,"done, cctv camera is now on."
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch on the dim light,"done, dim light is now on."
start the door sensor,okay turning on the door sensor.
power down the aquarium filter,"okay, deactivating the aquarium filter."
power on the light,sure! activating the light.
switch off the hydroponic farm motor,"done, hydroponic farm motor is off."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
turn on the curtain,okay turning on the curtain.
power down the cctv camera,turning off the cctv camera.
switch off the curtain,"okay, deactivating the curtain."
start the dim light,sure! activating the dim light.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power down the light,turning off the light.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
power down the curtain,"done, curtain is off."
switch on the curtain,okay turning on the curtain.
start the cctv camera,"done, cctv camera is now on."
power on the curtain,"done, curtain is now on."
activate the phone charger,sure! activating the phone charger.
switch on the cctv camera,"done, cctv camera is now on."
deactivate the dim light,"okay, deactivating the dim light."
start the light,sure! activating the light.
turn off the fan,"done, fan is off."
turn on the refrigerator,okay turning on the refrigerator.
start the door sensor,sure! activating the door sensor.
turn on the refrigerator,"done, refrigerator is now on."
turn on the aquarium filter,okay turning on the aquarium filter.
disable the phone charger,"okay, deactivating the phone charger."
deactivate the door sensor,"done, door sensor is off."
switch off the phone charger,turning off the phone charger.
switch on the fan,okay turning on the fan.
activate the light,"done, light is now on."
turn on the refrigerator,"done, refrigerator is now on."
switch off the light,"done, light is off."
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
turn on the curtain,sure! activating the curtain.
turn off the cctv camera,"okay, deactivating the cctv camera."
power down the refrigerator,turning off the refrigerator.
disable the door sensor,"done, door sensor is off."
enable the phone charger,okay turning on the phone charger.
switch off the refrigerator,"done, refrigerator is off."
enable the aquarium filter,okay turning on the aquarium filter.
turn off the curtain,"okay, deactivating the curtain."
activate the aquarium filter,"done, aquarium filter is now on."
start the dim light,okay turning on the dim light.
disable the curtain,turning off the curtain.
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
switch on the dim light,okay turning on the dim light.
power down the cctv camera,"okay, deactivating the cctv camera."
disable the light,"okay, deactivating the light."
turn off the dim light,"done, dim light is off."
disable the dim light,turning off the dim light.
power down the hydroponic farm motor,turning off the hydroponic farm motor.
activate the aquarium filter,sure! activating the aquarium filter.
turn off the cctv camera,"done, cctv camera is off."
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
enable the refrigerator,"done, refrigerator is now on."
power on the aquarium filter,sure! activating the aquarium filter.
activate the cctv camera,okay turning on the cctv camera.
switch off the fan,turning off the fan.
power on the dim light,sure! activating the dim light.
stop the aquarium filter,"okay, deactivating the aquarium filter."
deactivate the door sensor,turning off the door sensor.
power down the refrigerator,turning off the refrigerator.
power down the aquarium filter,"okay, deactivating the aquarium filter."
turn on the fan,"done, fan is now on."
disable the aquarium filter,"done, aquarium filter is off."
stop the door sensor,"done, door sensor is off."
turn on the aquarium filter,"done, aquarium filter is now on."
deactivate the phone charger,"okay, deactivating the phone charger."
power down the dim light,"done, dim light is off."
power down the refrigerator,"done, refrigerator is off."
activate the aquarium filter,okay turning on the aquarium filter.
turn on the curtain,okay turning on the curtain.
switch on the phone charger,sure! activating the phone charger.
power down the phone charger,turning off the phone charger.
turn on the curtain,"done, curtain is now on."
switch on the cctv camera,sure! activating the cctv camera.
switch on the curtain,okay turning on the curtain.
start the curtain,sure! activating the curtain.
activate the aquarium filter,sure! activating the aquarium filter.
power on the dim light,"done, dim light is now on."
deactivate the aquarium filter,"done, aquarium filter is off."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
